occurrence_no,record_type,collection_no,accepted_name,accepted_rank,accepted_no,early_interval,late_interval,max_ma,min_ma,phylum,class,order,family,genus,abund_value,abund_unit,lng,lat,occurrence_comments,collection_name,collection_subset,collection_aka,cc,state,county,geogscale,paleolng,paleolat,geoplate,formation,stratgroup,member,environment,pres_mode,taxon_environment
820640,occ,90244,Eunotosaurus africanus,species,56889,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Eunotosaurus,2,individuals,21.736111,-32.920834,"BMNH R1968 (type; figured by Seeley, 1892, figs. 1 & 2), BMNH 49423 (figured by Watson, 1914, Proc. Zool. Soc. Pl. VII figs. 1 & 2); specimen data are from Cox (1969)",Weltevreden (Prince Albert),,"Welte Vreden; Fraserburg Road, Leeu Gamka",ZA,Western Cape,Prince Albert,small collection,-28.67,-52.85,701,Abrahamskraal,Beaufort,,dry floodplain,"body,mold/impression",terrestrial
821002,occ,90338,Cymbospondylus,genus,36550,Smithian,Spathian,251.3,247.2,Chordata,Reptilia,Ichthyosauria,Cymbospondylidae,Cymbospondylus,,,-111.416664,42.483334,,Georgetown-Nounan Road,,IMNH 79002,US,Idaho,Bear Lake,small collection,-31.58,25.76,101,Thaynes,,,terrestrial indet.,body,marine
821523,occ,90437,Stereospondyli,unranked clade,130884,Kungurian,Roadian,279.3,268.8,Chordata,Osteichthyes,Temnospondyli,,,1,individuals,14.193889,-20.681667,"vertebral and cranial elements (catalogue number: GSN F311), assumed to come from one and the same individual",Huab Basin amphibian locality,,"Damaraland, Karroo, Karoo",NA,Erongo,,small collection,-26.31,-48.53,701,Gai-As,"""Ecca""",,lacustrine indet.,body,"brackish,freshwater,terrestrial"
821549,occ,85560,Lapillopsis nana,species,150341,Induan,,252.17,251.2,Chordata,Osteichthyes,Temnospondyli,Lapillopsidae,Lapillopsis,15,specimens,148,-24.833332,"QM F12284 (holotype), 12285 (paratype), F12289, 14497, 14499, 14501-14503, 35385-35392",QMF L78 (Rewan Formation),,"""The Crater"", QML 78",AU,Queensland,,outcrop,124.8,-69.82,801,Arcadia,Rewan,,fluvial indet.,"body,concretion","brackish,freshwater,terrestrial"
821617,occ,80689,Driveria ponderosa,species,150379,Kungurian,Roadian,279.3,268.8,Chordata,Osteichthyes,Cotylosauria,Driveriidae,Driveria,1,individuals,-99.953613,33.690834,"CNHM UR 247 (type), 248",Locality KV (San Angelo Fm.),,MacFayden Ranch; Swanson Quarry,US,Texas,Knox,,-28.81,3.33,101,San Angelo,Pease River,,"""floodplain""",body,terrestrial
821619,occ,79600,Tappenosaurus magnus,species,136987,Kungurian,Roadian,279.3,268.8,Chordata,Osteichthyes,Cotylosauria,Tappenosauridae,Tappenosaurus,1,individuals,-99.938332,33.66,CNHM UR 586 (part),Locality KAC (Lower Flowerpot Shale),,"Kahn Quarry, Driver Ranch",US,Texas,Knox,small collection,-28.81,3.3,101,San Angelo,Pease River,Flowerpot Shale,fluvial indet.,body,terrestrial
821623,occ,90452,Brachydectes,genus,227167,Kungurian,,279.3,272.3,Chordata,Osteichthyes,Cotylosauria,Molgophidae,Brachydectes,,,-99.474998,33.783611,,Vale site 1919,,,US,Texas,Baylor/Foard,small collection,-29.1,1.9,101,Vale,Clear Fork,,lacustrine - small,body,terrestrial
821624,occ,90452,Diplocaulus primus,species,119362,Kungurian,,279.3,272.3,Chordata,Osteichthyes,NO_ORDER_SPECIFIED,Diplocaulidae,Diplocaulus,1,individuals,-99.474998,33.783611,"""small nectridean close to Peronedon""",Vale site 1919,,,US,Texas,Baylor/Foard,small collection,-29.1,1.9,101,Vale,Clear Fork,,lacustrine - small,body,"brackish,freshwater,terrestrial"
821690,occ,28256,Pelodosotis elongatum,species,150625,Kungurian,,279.3,272.3,Chordata,Osteichthyes,Cotylosauria,Ostodolepidae,Pelodosotis,1,individuals,-99.216667,33.766666,"UMMP 11156 (type), formerly assigned to Ostodolepis brevispinatus by Case (1929)","Coffee Creek, 34 (Arroyo Formation)",,"Locality 34 (Romer 1928), faunal Zone 4, Lower Clear Fork Group, Texas red-beds, redbeds; Locality VIIa (Romer & Price 1940); ""Labidosaurus pocket""; Coffee Creek Bonebed; West Coffee Creek; Middle Coffee Creek; East Coffee Creek",US,Texas,Baylor/Willbarger,local area,-28.93,1.77,101,Arroyo,Clear Fork,,terrestrial indet.,body,terrestrial
821692,occ,67862,Nannaroter mckinziei,species,150627,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Ostodolepidae,Nannaroter,1,individuals,-98.405998,34.775501,OMNH 73107 (type),Richards Spur,,Fort Sill; OMNH locality V51; Dolese Bros. limestone quarry; FEP 60A,US,Oklahoma,Comanche,outcrop,,,coordinates not computable using this model,,,,fissure fill,body,terrestrial
825243,occ,67862,Pasawioops mayi,species,152839,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Micropholidae,Pasawioops,2,individuals,-98.405998,34.775501,"OMNH 73019 (type), 73509",Richards Spur,,Fort Sill; OMNH locality V51; Dolese Bros. limestone quarry; FEP 60A,US,Oklahoma,Comanche,outcrop,,,coordinates not computable using this model,,,,fissure fill,body,"brackish,freshwater,terrestrial"
825244,occ,67945,Cardiocephalus,genus,37294,Kungurian,,279.3,272.3,Chordata,Osteichthyes,Cotylosauria,Gymnarthridae,Cardiocephalus,60,elements,-98.787781,34.18972,"FMNH 2299 to 2302 (vertebrae, ""occurring singly and in short series"")",southwest of Grandfield,,,US,Oklahoma,Tillman,small collection,-28.41,1.95,101,Hennessey,,,fluvial indet.,"body,concretion",terrestrial
825283,occ,80112,Tambachia trogallas,species,152960,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Temnospondyli,Trematopidae,Tambachia,1,individuals,10.618889,50.809723,MNG 7722 holotype,Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,outcrop,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,fluvial-lacustrine indet.,"body,permineralized","brackish,freshwater,terrestrial"
825943,occ,91038,Gerobatrachus hottoni,species,153288,Kungurian,,279.3,272.3,Chordata,Osteichthyes,Temnospondyli,NO_FAMILY_SPECIFIED,Gerobatrachus,1,individuals,-99.40667,33.736942,USNM 489135 (type),USNM Locality 40971,,Don's Dump Fish Quarry,US,Texas,Baylor,hand sample,-29.08,1.83,101,Arroyo or Vale,Clear Fork,,terrestrial indet.,body,"brackish,freshwater,terrestrial"
828777,occ,80112,Orobates pabsti,species,154063,Artinskian,,290.1,279.3,Chordata,Osteichthyes,Cotylosauria,Diadectidae,Orobates,4,individuals,10.618889,50.809723,"MNG 10181 holotype; MNG 8760, 8980, 11133, 11134 paratypes",Bromacker Quarry (upper level of Tambach sandstone),,,DE,Thuringia,Gotha,outcrop,21.71,7.41,305,Tambach,Rotliegend,Tambach-Sandstein,fluvial-lacustrine indet.,"body,permineralized","brackish,freshwater,terrestrial"
832387,occ,85292,Phlegethontia linearis,species,156820,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Phlegethontiidae,Phlegethontia,1,individuals,-80.673332,40.56778,AMNH 6966 (type; part and counterpart; counterpart originally catalogued as AMNH 6886),Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
832388,occ,85292,Phlegethontia longissima,species,156844,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Phlegethontiidae,Phlegethontia,1,individuals,-80.673332,40.56778,AMNH 6899 (type),Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
832390,occ,85292,Phlegethontia longissima,species,156844,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Phlegethontiidae,Phlegethontia,19,specimens,-80.673332,40.56778,"AMNH 2564 (referred to ""Cocytinus gyrinoides Cope"" by Moodie, 1916), 6884*, 6913 (neither mentioned by McGinnis, 1967 nor Lund, 1978); MCZ 2038,  2134*, 2135 (part and counterpart)*, 2300*, 2301*, 2334 (part and counterpart); CM 23053*, 23056*, 44759. 68307, 68336, 68338 (all CM specimens without asterisk are neither mentioned by McGinnis, 1967 nor Lund, 1978); USNM 4484 (listed as ""Phlegethontia n. sp."" by McGinnis, 1967); PU 16536 (pars)*, 16537*, 18737*; asterisks mark specimens reported from Linton by either McGinnis (1967; as P. cf. P. longissima) or Lund (1978; as P. linearis) but not at all mentioned by Anderson (2002); see also comments on taxonomic list",Linton,,Diamond Coal Mine,US,Ohio,Jefferson,outcrop,-18.48,-8.09,101,,Allegheny,Upper Freeport Coal,mire/swamp,body,"brackish,freshwater,terrestrial"
832401,occ,84835,Phlegethontia longissima,species,156844,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Phlegethontiidae,Phlegethontia,1,individuals,13.207222,49.713055,GH 129 (type),Nyrany,,"Humboldt Mine, Krimice Mine, Nýany, Nyrschan, Nürschan",CZ,Pilsen,Pilsen-North,local area,19.67,0.55,305,Kladno,,Nýany,lacustrine indet.,"body,cast,mold/impression","brackish,freshwater,terrestrial"
832402,occ,84835,Phlegethontia longissima,species,156844,Westphalian D,,311.45,306.95,Chordata,Osteichthyes,Aistopoda,Phlegethontiidae,Phlegethontia,1,individuals,13.207222,49.713055,NMW 1896 II 34,Nyrany,,"Humboldt Mine, Krimice Mine, Nýany, Nyrschan, Nürschan",CZ,Pilsen,Pilsen-North,local area,19.67,0.55,305,Kladno,,Nýany,lacustrine indet.,"body,cast,mold/impression","brackish,freshwater,terrestrial"
832665,occ,92309,Kitchingnathus untabeni,species,156989,Olenekian,,251.2,247.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Procolophonidae,Kitchingnathus,1,individuals,27.1,-32.291668,"BP/1/1187 (type; figured by Gow, 1977, Palaeontology 20(3) fig. 6, as Procolophon trigoniceps)",Hobbs Hill,,"Windvogelsberg, Windvoëlberg, Cathcart",ZA,Eastern Cape,Amatole,small collection,-10.94,-51.93,701,Katberg,Beaufort,,fluvial indet.,"body,mold/impression",terrestrial
832666,occ,92309,Procolophon trigoniceps,species,56758,Olenekian,,251.2,247.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Procolophonidae,Procolophon,,,27.1,-32.291668,"""several specimens"", no further details given",Hobbs Hill,,"Windvogelsberg, Windvoëlberg, Cathcart",ZA,Eastern Cape,Amatole,small collection,-10.94,-51.93,701,Katberg,Beaufort,,fluvial indet.,"body,mold/impression",terrestrial
832700,occ,92323,Gordonia traquairi,species,157040,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Gordonia,1,individuals,-3.368611,57.656387,"""belonging to the Geological Survey"" (Newton's ""specimen no. 1"")",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
832701,occ,92323,Gordonia traquairi,species,157040,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Gordonia,1,individuals,-3.368611,57.656387,"""belonging to the Geological Survey"" (Newton's ""specimen no. 2"")",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
832702,occ,92323,Gordonia traquairi,species,157040,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Gordonia,1,individuals,-3.368611,57.656387,"ELGNM 1978.559 (Newton's ""specimen no. 3""); catalogue number is from Benton & Walker (1985, Paleontology 28(2)) ",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
832705,occ,92323,Elginia mirabilis,species,157039,Changhsingian,,254.17,252.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,Elginiidae,Elginia,1,individuals,-3.368611,57.656387,"""belonging to the Elgin Museum"" (Newton's ""specimen no. 6"")",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
832706,occ,92323,Gordonia traquairi,species,157040,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Dicynodontia,NO_FAMILY_SPECIFIED,Gordonia,1,individuals,-3.368611,57.656387,"""belonging to the Elgin Museum"" (Newton's ""specimen no. 7"")",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
832707,occ,92323,Geikia elginensis,species,157044,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Cotylosauria,Geikiidae,Geikia,1,individuals,-3.368611,57.656387,"""belonging to the Elgin Museum"" (Newton's ""specimen no. 8"")",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
832708,occ,92323,Elginia mirabilis,species,157039,Changhsingian,,254.17,252.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,Elginiidae,Elginia,2,individuals,-3.368611,57.656387,"GSE 4783 to 4788 (type, Newton's ""specimen no. 9""); ELGNM 1978.550; catalogue numbers and informations on second specimen are from Spencer & Lee (2000)",Cutties Hillock Millstone Quarry,,"Cuttie's Hillock, Cuttieshillock, New Spynie; Elgin",UK,Scotland,Moray,small collection,19.65,32.54,313,Cutties Hillock Sandstone,,,fluvial indet.,mold/impression,terrestrial
833055,occ,92414,Eunotosaurus africanus,species,56889,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Eunotosaurus,1,individuals,26.727777,-33.070831,AM 599,Schrikwaters Poort,,Schrikwater's Poort,ZA,Eastern Cape,Makana,hand sample,-26.3,-56.81,701,,Beaufort,,fluvial-deltaic indet.,"body,mold/impression",terrestrial
833075,occ,92419,Owenetta,genus,37521,Changhsingian,Olenekian,254.17,247.2,Chordata,Reptilia,NO_ORDER_SPECIFIED,Owenettidae,Owenetta,1,individuals,26.842222,-29.215555,UCMP 42773 (type),Locality V4744,,Thaba Nchu,ZA,Free State,Mangaung,hand sample,-8.23,-49.84,701,,Beaufort,,terrestrial indet.,body,terrestrial
833493,occ,85494,Acerosodontosaurus piveteaui,species,157602,Lopingian,,259.9,252.17,Chordata,Reptilia,Eosuchia,NO_FAMILY_SPECIFIED,Acerosodontosaurus,1,individuals,44.416668,-24,MNHN 1908-32-57 (type); formerly identified as Tangasaurus,Mt. Eliva (Sakamena Fm.),,Sakamena River Valley; Morondava Basin,MG,Tulear,,local area,22.51,-42.93,702,Lower Sakamena,Sakamena,,terrestrial indet.,"body,mold/impression,concretion",terrestrial
833588,occ,89863,Owenetta rubidgei,species,136937,Wuchiapingian,Changhsingian,259.9,252.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,Owenettidae,Owenetta,,,24.192778,-32.060833,no details given,"Katbosch, Graaff-Reinet",,Katbos,ZA,Eastern Cape,Camdeboo,outcrop,-18.5,-51.59,701,Balfour,Beaufort,,terrestrial indet.,body,terrestrial
833854,occ,92645,Eunotosaurus africanus,species,56889,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Eunotosaurus,1,individuals,21.868055,-32.887501,"BMNH R4054 (figured by Watson, 1914, figs. 3 & 4 pI. VII)",Rietfontein,,,ZA,Western Cape,Prince Albert,local area,-28.55,-52.95,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
833855,occ,92646,Eunotosaurus africanus,species,56889,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Eunotosaurus,1,individuals,22.295834,-32.504166,SAM K 1132,Boesmansrivier,,Bushmans Rivier,ZA,Western Cape,Beaufort West,hand sample,-27.74,-53.14,701,Abrahamskraal,Beaufort,,dry floodplain,body,terrestrial
833864,occ,92648,Eunotosaurus africanus,species,56889,Capitanian,,265.1,259.9,Chordata,Reptilia,NO_ORDER_SPECIFIED,NO_FAMILY_SPECIFIED,Eunotosaurus,3,specimens,21.773611,-32.466667,"BP/1/3514, 3515; USNM 23099",De Bad farm,,"Waikraal River, Waaikraal River",ZA,Western Cape,Beaufort West,outcrop,-27.95,-52.72,701,Abrahamskraal,Beaufort,,dry floodplain,"body,mold/impression",terrestrial
837524,occ,78694,Therapsida,unranked clade,38935,Changhsingian,,254.17,252.17,Chordata,Osteichthyes,Cotylosauria,,,1,elements,110.815926,37.412758,"IVPP V6727 (scapulocoracoid, previously identified as Shansisaurus sp. by Gao, 1989)","Tianjialing, Xuecun Town",,,CN,Shanxi,Liulin,small collection,113.84,12.41,604,"Shihtienfeng, Shiqianfeng, Sunjiagou ",,,fluvial indet.,body,terrestrial
837542,occ,92907,Shihtienfenia permica,species,161939,Changhsingian,,254.17,252.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Shihtienfenia,1,individuals,110.883331,37.433334,IVPP V 6722 (type),"Liulin, Beigou Village, Xuecun Town",,type locality of Huanghesaurus,CN,Shanxi,Liulin,,113.89,12.38,604,"Shihtienfeng, Shiqianfeng, Sunjiagou",,,terrestrial indet.,body,terrestrial
837576,occ,78694,Shihtienfenia permica,species,161939,Changhsingian,,254.17,252.17,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Shihtienfenia,1,elements,110.815926,37.412758,"IVPP V8533 (scapulocoracoid; determined as Pareiasauridae indet. by Gao, 1989)","Tianjialing, Xuecun Town",,,CN,Shanxi,Liulin,small collection,113.84,12.41,604,"Shihtienfeng, Shiqianfeng, Sunjiagou ",,,fluvial indet.,body,terrestrial
837578,occ,80712,Scutosaurus karpinskii,species,159704,Late Severodvinian,,265,254,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,3,individuals,48.828609,55.017223,"156/2 (type), PIN 156/1, 156/3, 156/305*, 156/306*; asterisks mark two lower jaws listed in Lee (1997); number of individuals is based on presence of three skulls","Semin Ovrag, PIN 156",,"Semin Ravine, Syomin Ovrag, Semin-Schlucht; Ilinskoe, Il'inskoe, Ilyinskoe, Iljinskoje",RU,Tatarstan,Tetyushi,small collection,51.93,34.33,302,,,,terrestrial indet.,body,terrestrial
837590,occ,85160,Lanthaniscus efremovi,species,358577,Late Kazanian,Urzhumian,272.5,265,Chordata,Reptilia,NO_ORDER_SPECIFIED,Lanthaniscidae,Lanthaniscus,1,individuals,45.672779,64.922775,PIN 4543/2,"Nisogora, Vashka River, PIN 4543",,Mezen' Basin; Nyisagora,RU,Arkhangelsk,Leshukonskoe,outcrop,38.57,34.74,302,Krasnoshchel',,,terrestrial indet.,body,terrestrial
837648,occ,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,1,individuals,46.634998,61.191113,PIN 2005/1532 (type),"Sokolki locality, PIN 2005",,Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas,RU,Arkhangelsk,Kotlas,outcrop,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
837649,occ,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,1,individuals,46.634998,61.191113,PIN 2005/1538 (type),"Sokolki locality, PIN 2005",,Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas,RU,Arkhangelsk,Kotlas,outcrop,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
837650,occ,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,1,individuals,46.634998,61.191113,PIN 2005/1533 (type),"Sokolki locality, PIN 2005",,Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas,RU,Arkhangelsk,Kotlas,outcrop,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
837651,occ,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,1,individuals,46.634998,61.191113,PIN 2005/1535 (type),"Sokolki locality, PIN 2005",,Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas,RU,Arkhangelsk,Kotlas,outcrop,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
837652,occ,27952,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,1,individuals,46.634998,61.191113,PIN 2356/1,"Zavrazhye locality, PIN 2353, 2356",,"Zavrazhe, Zavrazh'e, Zaovrazh'e; Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas",RU,Arkhangelsk,Kotlas,small collection,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
838080,occ,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,1,individuals,46.634998,61.191113,PIN 2005/1578 (a juvenile); see comments on taxonomic list,"Sokolki locality, PIN 2005",,Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas,RU,Arkhangelsk,Kotlas,outcrop,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
838081,occ,28065,Scutosaurus karpinskii,species,159704,Late Severodvinian,Vyatkian,265,252.3,Chordata,Reptilia,NO_ORDER_SPECIFIED,Pareiasauridae,Scutosaurus,9,individuals,46.634998,61.191113,"PIN 2005/1534 (a skull, listed by Lee, 1997, ?erroneously listed as 2005/1543 in Ivakhnenko, 2008), 2005/1536*, 37*, 2005/1573**, 2005/1883**, 2005/1885, 2005/2471, 72**, 2005/2546**; all are represented by skeletons or skulls; *mark specimens mentioned in Lee, 1997, but not in Ivakhnenko, 2008; **mark specimens not mentioned in Lee, 1997, but in Ivakhnenko, 2008; for additonal material listed by Lee, 1997, see comments on taxonomic list","Sokolki locality, PIN 2005",,Northern Dvina; Little Northern Dvina; Malaya Severnaya Dvina; Kotlas,RU,Arkhangelsk,Kotlas,outcrop,46.9,39.66,302,Salarevo,,,terrestrial indet.,body,terrestrial
